13946
4469	4470	2
38	4469	3
38	4470	4
10	4470	5
496	4469	0
496	376	1
4469	376	2
38	4469	3
38	376	4
10	376	5
496	4469	0
496	52	1
4469	52	2
38	4469	3
38	52	4
10	52	5
496	4469	0
496	4471	1
4469	4471	2
38	4469	3
38	4471	4
15	4471	5
496	4472	0
496	51	1
4472	51	2
38	4472	3
38	51	4
10	51	5
32	4473	0
32	873	1
4473	873	2
12	4473	3
12	873	4
10	873	5
61	4474	0
61	4197	1
4474	4197	2
38	4474	3
38	4197	4
10	4197	5
43	4475	0
43	4476	1
4475	4476	2
38	4475	3
38	4476	4
15	4476	5
23	4475	0
23	4477	1
4475	4477	2
7	4475	3
7	4477	4
10	4477	5
61	4478	0
61	1672	1
4478	1672	2
12	4478	3
12	1672	4
10	1672	5
71	4478	0
71	304	1
4478	304	2
38	4478	3
38	304	4
10	304	5
71	4478	0
71	39	1
4478	39	2
38	4478	3
38	39	4
15	39	5
71	4478	0
71	3330	1
4478	3330	2
38	4478	3
38	3330	4
15	3330	5
71	4478	0
71	4479	1
4478	4479	2
38	4478	3
38	4479	4
15	4479	5
71	4478	0
71	4480	1
4478	4480	2
38	4478	3
38	4480	4
15	4480	5
71	4478	0
71	4481	1
4478	4481	2
38	4478	3
38	4481	4
2	4481	5
71	4478	0
71	4482	1
4478	4482	2
38	4478	3
38	4482	4
15	4482	5
71	4478	0
71	4483	1
4478	4483	2
289	4478	3
289	4483	4
10	4483	5
71	4478	0
71	51	1
4478	51	2
20	4478	3
20	51	4
10	51	5
71	4478	0
71	4484	1
4478	4484	2
38	4478	3
38	4484	4
15	4484	5
71	4478	0
71	51	1
4478	51	2
38	4478	3
38	51	4
10	51	5
71	4478	0
71	4485	1
4478	4485	2
38	4478	3
38	4485	4
15	4485	5
71	4478	0
71	1923	1
4478	1923	2
38	4478	3
38	1923	4
15	1923	5
71	4478	0
71	4486	1
4478	4486	2
38	4478	3
38	4486	4
15	4486	5
71	4478	0
71	4487	1
4478	4487	2
38	4478	3
38	4487	4
15	4487	5
71	4478	0
71	159	1
4478	159	2
38	4478	3
38	159	4
15	159	5
71	4478	0
71	4135	1
4478	4135	2
20	4478	3
20	4135	4
15	4135	5
71	4478	0
71	62	1
4478	62	2
20	4478	3
20	62	4
15	62	5
61	4478	0
61	261	1
4478	261	2
38	4478	3
38	261	4
10	261	5
71	4478	0
71	62	1
4478	62	2
38	4478	3
38	62	4
15	62	5
3	4478	0
3	4488	1
4478	4488	2
12	4478	3
12	4488	4
15	4488	5
71	4489	0
71	110	1
4489	110	2
20	4489	3
20	110	4
15	110	5
71	71	0
71	4490	1
71	4490	2
38	71	3
38	4490	4
10	4490	5
71	71	0
71	4443	1
71	4443	2
12	71	3
12	4443	4
15	4443	5
71	71	0
71	411	1
71	411	2
223	71	3
223	411	4
2	411	5
71	71	0
71	4491	1
71	4491	2
4	71	3
4	4491	4
15	4491	5
71	71	0
71	4352	1
71	4352	2
38	71	3
38	4352	4
15	4352	5
71	71	0
71	3434	1
71	3434	2
38	71	3
38	3434	4
10	3434	5
71	71	0
71	39	1
71	39	2
38	71	3
38	39	4
15	39	5
71	71	0
71	1588	1
71	1588	2
38	71	3
38	1588	4
10	1588	5
71	71	0
71	4492	1
71	4492	2
38	71	3
38	4492	4
10	4492	5
71	71	0
71	28	1
71	28	2
38	71	3
38	28	4
10	28	5
71	71	0
71	4138	1
71	4138	2
38	71	3
38	4138	4
10	4138	5
71	71	0
71	1752	1
71	1752	2
38	71	3
38	1752	4
10	1752	5
71	71	0
71	4493	1
71	4493	2
38	71	3
38	4493	4
15	4493	5
71	71	0
71	2947	1
71	2947	2
38	71	3
38	2947	4
15	2947	5
71	71	0
71	4494	1
71	4494	2
38	71	3
38	4494	4
15	4494	5
71	71	0
71	52	1
71	52	2
38	71	3
38	52	4
10	52	5
71	71	0
71	4495	1
71	4495	2
38	71	3
38	4495	4
15	4495	5
71	71	0
71	3356	1
71	3356	2
38	71	3
38	3356	4
15	3356	5
71	71	0
71	4496	1
71	4496	2
38	71	3
38	4496	4
15	4496	5
71	71	0
71	4497	1
71	4497	2
38	71	3
38	4497	4
15	4497	5
71	71	0
71	51	1
71	51	2
38	71	3
38	51	4
10	51	5
71	71	0
71	1700	1
71	1700	2
38	71	3
38	1700	4
10	1700	5
71	71	0
71	4498	1
71	4498	2
38	71	3
38	4498	4
10	4498	5
71	71	0
71	4499	1
71	4499	2
38	71	3
38	4499	4
10	4499	5
71	71	0
71	1901	1
71	1901	2
38	71	3
38	1901	4
10	1901	5
71	71	0
71	4500	1
71	4500	2
20	71	3
20	4500	4
15	4500	5
71	71	0
71	28	1
71	28	2
38	71	3
38	28	4
10	28	5
71	71	0
71	1951	1
71	1951	2
38	71	3
38	1951	4
10	1951	5
71	71	0
71	4501	1
71	4501	2
38	71	3
38	4501	4
10	4501	5
71	71	0
71	4502	1
71	4502	2
38	71	3
38	4502	4
15	4502	5
71	71	0
71	4503	1
71	4503	2
38	71	3
38	4503	4
15	4503	5
71	71	0
71	66	1
71	66	2
38	71	3
38	66	4
10	66	5
71	71	0
71	261	1
71	261	2
38	71	3
38	261	4
10	261	5
71	71	0
71	879	1
71	879	2
38	71	3
38	879	4
10	879	5
71	71	0
71	52	1
71	52	2
20	71	3
20	52	4
10	52	5
71	71	0
71	4504	1
71	4504	2
20	71	3
20	4504	4
10	4504	5
71	71	0
71	278	1
71	278	2
20	71	3
20	278	4
10	278	5
71	71	0
71	1672	1
71	1672	2
12	71	3
12	1672	4
10	1672	5
71	71	0
71	62	1
71	62	2
20	71	3
20	62	4
15	62	5
71	71	0
71	1533	1
71	1533	2
20	71	3
20	1533	4
15	1533	5
71	71	0
71	52	1
71	52	2
38	71	3
38	52	4
10	52	5
71	71	0
71	4505	1
71	4505	2
20	71	3
20	4505	4
2	4505	5
71	71	0
71	83	1
71	83	2
38	71	3
38	83	4
15	83	5
71	71	0
71	52	1
71	52	2
38	71	3
38	52	4
10	52	5
71	71	0
71	62	1
71	62	2
38	71	3
38	62	4
15	62	5
71	71	0
71	52	1
71	52	2
38	71	3
38	52	4
10	52	5
71	71	0
71	3595	1
71	3595	2
38	71	3
38	3595	4
10	3595	5
71	71	0
71	52	1
71	52	2
38	71	3
38	52	4
10	52	5
71	71	0
71	62	1
71	62	2
38	71	3
38	62	4
10	62	5
71	71	0
71	1913	1
71	1913	2
38	71	3
38	1913	4
10	1913	5
71	71	0
71	4506	1
71	4506	2
38	71	3
38	4506	4
15	4506	5
71	71	0
71	90	1
71	90	2
38	71	3
38	90	4
15	90	5
71	71	0
71	1951	1
71	1951	2
38	71	3
38	1951	4
15	1951	5
71	71	0
71	4507	1
71	4507	2
12	71	3
12	4507	4
2	4507	5
71	71	0
71	4508	1
71	4508	2
12	71	3
12	4508	4
2	4508	5
71	71	0
71	523	1
71	523	2
38	71	3
38	523	4
15	523	5
71	71	0
71	4509	1
71	4509	2
38	71	3
38	4509	4
15	4509	5
71	71	0
71	4497	1
71	4497	2
38	71	3
38	4497	4
15	4497	5
71	71	0
71	4510	1
71	4510	2
38	71	3
38	4510	4
10	4510	5
71	71	0
71	81	1
71	81	2
38	71	3
38	81	4
10	81	5
71	71	0
71	4511	1
71	4511	2
38	71	3
38	4511	4
10	4511	5
71	71	0
71	62	1
71	62	2
38	71	3
38	62	4
15	62	5
71	71	0
71	52	1
71	52	2
20	71	3
20	52	4
10	52	5
61	71	0
61	256	1
71	256	2
38	71	3
38	256	4
15	256	5
71	71	0
71	798	1
71	798	2
38	71	3
38	798	4
15	798	5
71	71	0
71	62	1
71	62	2
38	71	3
38	62	4
15	62	5
71	71	0
71	4512	1
71	4512	2
38	71	3
38	4512	4
15	4512	5
71	71	0
71	921	1
71	921	2
38	71	3
38	921	4
10	921	5
71	71	0
71	376	1
71	376	2
38	71	3
38	376	4
10	376	5
53	71	0
53	2658	1
71	2658	2
38	71	3
38	2658	4
10	2658	5
71	4513	0
71	62	1
4513	62	2
38	4513	3
38	62	4
15	62	5
71	4513	0
71	4514	1
4513	4514	2
38	4513	3
38	4514	4
15	4514	5
71	4515	0
71	1543	1
4515	1543	2
38	4515	3
38	1543	4
15	1543	5
71	4515	0
71	4516	1
4515	4516	2
38	4515	3
38	4516	4
15	4516	5
71	4515	0
71	4517	1
4515	4517	2
38	4515	3
38	4517	4
15	4517	5
61	4518	0
61	4485	1
4518	4485	2
38	4518	3
38	4485	4
15	4485	5
71	4519	0
71	603	1
4519	603	2
4	4519	3
4	603	4
10	603	5
71	4520	0
71	1933	1
4520	1933	2
20	4520	3
20	1933	4
10	1933	5
71	4520	0
71	4521	1
4520	4521	2
20	4520	3
20	4521	4
10	4521	5
71	4520	0
71	1827	1
4520	1827	2
12	4520	3
12	1827	4
15	1827	5
71	4520	0
71	4522	1
4520	4522	2
12	4520	3
12	4522	4
15	4522	5
71	4520	0
71	4523	1
4520	4523	2
12	4520	3
12	4523	4
10	4523	5
71	4524	0
71	2497	1
4524	2497	2
20	4524	3
20	2497	4
10	2497	5
71	4525	0
71	180	1
4525	180	2
38	4525	3
38	180	4
15	180	5
71	4525	0
71	739	1
4525	739	2
12	4525	3
12	739	4
15	739	5
71	4525	0
71	631	1
4525	631	2
12	4525	3
12	631	4
15	631	5
53	4526	0
53	4527	1
4526	4527	2
38	4526	3
38	4527	4
10	4527	5
53	4526	0
53	4528	1
4526	4528	2
289	4526	3
289	4528	4
2	4528	5
71	4529	0
71	4530	1
4529	4530	2
289	4529	3
289	4530	4
2	4530	5
71	4529	0
71	290	1
4529	290	2
289	4529	3
289	290	4
10	290	5
71	4529	0
71	1236	1
4529	1236	2
289	4529	3
289	1236	4
15	1236	5
71	4529	0
71	4531	1
4529	4531	2
289	4529	3
289	4531	4
15	4531	5
71	4532	0
71	4400	1
4532	4400	2
289	4532	3
289	4400	4
10	4400	5
71	4533	0
71	4534	1
4533	4534	2
289	4533	3
289	4534	4
15	4534	5
80	80	0
80	52	1
80	52	2
38	80	3
38	52	4
10	52	5
80	80	0
80	2932	1
80	2932	2
12	80	3
12	2932	4
15	2932	5
80	80	0
80	4535	1
80	4535	2
12	80	3
12	4535	4
15	4535	5
80	80	0
80	4536	1
80	4536	2
38	80	3
38	4536	4
10	4536	5
80	80	0
80	4537	1
80	4537	2
38	80	3
38	4537	4
15	4537	5
80	80	0
80	2932	1
80	2932	2
12	80	3
12	2932	4
15	2932	5
80	80	0
80	4538	1
80	4538	2
12	80	3
12	4538	4
15	4538	5
80	80	0
80	4539	1
80	4539	2
38	80	3
38	4539	4
15	4539	5
80	80	0
80	4540	1
80	4540	2
12	80	3
12	4540	4
15	4540	5
80	80	0
80	4541	1
80	4541	2
20	80	3
20	4541	4
10	4541	5
80	80	0
80	4540	1
80	4540	2
12	80	3
12	4540	4
15	4540	5
80	80	0
80	2932	1
80	2932	2
12	80	3
12	2932	4
15	2932	5
80	80	0
80	2379	1
80	2379	2
38	80	3
38	2379	4
10	2379	5
80	80	0
80	4542	1
80	4542	2
38	80	3
38	4542	4
15	4542	5
80	80	0
80	72	1
80	72	2
38	80	3
38	72	4
10	72	5
80	80	0
80	4543	1
80	4543	2
20	80	3
20	4543	4
10	4543	5
80	80	0
80	4544	1
80	4544	2
12	80	3
12	4544	4
15	4544	5
80	80	0
80	4545	1
80	4545	2
12	80	3
12	4545	4
15	4545	5
80	80	0
80	4546	1
80	4546	2
12	80	3
12	4546	4
15	4546	5
80	80	0
80	4547	1
80	4547	2
12	80	3
12	4547	4
15	4547	5
80	80	0
80	4548	1
80	4548	2
12	80	3
12	4548	4
15	4548	5
80	80	0
80	2545	1
80	2545	2
289	80	3
289	2545	4
10	2545	5
80	4549	0
80	4550	1
4549	4550	2
38	4549	3
38	4550	4
15	4550	5
71	4551	0
71	4552	1
4551	4552	2
38	4551	3
38	4552	4
15	4552	5
50	4553	0
50	233	1
4553	233	2
38	4553	3
38	233	4
10	233	5
80	4554	0
80	4555	1
4554	4555	2
12	4554	3
12	4555	4
15	4555	5
80	4556	0
80	4557	1
4556	4557	2
38	4556	3
38	4557	4
10	4557	5
80	4556	0
80	4558	1
4556	4558	2
12	4556	3
12	4558	4
15	4558	5
80	4556	0
80	2571	1
4556	2571	2
38	4556	3
38	2571	4
15	2571	5
71	4559	0
71	1484	1
4559	1484	2
289	4559	3
289	1484	4
10	1484	5
71	4559	0
71	1827	1
4559	1827	2
289	4559	3
289	1827	4
15	1827	5
71	4560	0
71	4561	1
4560	4561	2
20	4560	3
20	4561	4
10	4561	5
71	4560	0
71	4562	1
4560	4562	2
20	4560	3
20	4562	4
10	4562	5
71	4560	0
71	1879	1
4560	1879	2
20	4560	3
20	1879	4
15	1879	5
71	4560	0
71	4563	1
4560	4563	2
20	4560	3
20	4563	4
10	4563	5
71	4564	0
71	2027	1
4564	2027	2
12	4564	3
12	2027	4
10	2027	5
71	4564	0
71	2650	1
4564	2650	2
20	4564	3
20	2650	4
10	2650	5
71	4564	0
71	4565	1
4564	4565	2
20	4564	3
20	4565	4
10	4565	5
29	4566	0
29	4567	1
4566	4567	2
38	4566	3
38	4567	4
15	4567	5
50	4568	0
50	104	1
4568	104	2
38	4568	3
38	104	4
15	104	5
50	4569	0
50	4570	1
4569	4570	2
12	4569	3
12	4570	4
10	4570	5
56	4571	0
56	1588	1
4571	1588	2
12	4571	3
12	1588	4
10	1588	5
56	4571	0
56	62	1
4571	62	2
38	4571	3
38	62	4
2	62	5
53	4572	0
53	4573	1
4572	4573	2
38	4572	3
38	4573	4
10	4573	5
53	4574	0
53	4575	1
4574	4575	2
289	4574	3
289	4575	4
2	4575	5
61	4576	0
61	62	1
4576	62	2
38	4576	3
38	62	4
2	62	5
61	4577	0
61	4578	1
4577	4578	2
4	4577	3
4	4578	4
15	4578	5
61	4579	0
61	2208	1
4579	2208	2
20	4579	3
20	2208	4
10	2208	5
16	4580	0
16	4581	1
4580	4581	2
38	4580	3
38	4581	4
10	4581	5
50	4582	0
50	4583	1
4582	4583	2
38	4582	3
38	4583	4
10	4583	5
50	4582	0
50	4584	1
4582	4584	2
38	4582	3
38	4584	4
15	4584	5
50	4582	0
50	4585	1
4582	4585	2
38	4582	3
38	4585	4
15	4585	5
50	4582	0
50	4586	1
4582	4586	2
38	4582	3
38	4586	4
15	4586	5
50	4582	0
50	4587	1
4582	4587	2
38	4582	3
38	4587	4
15	4587	5
50	4582	0
50	4588	1
4582	4588	2
38	4582	3
38	4588	4
15	4588	5
50	4582	0
50	1674	1
4582	1674	2
12	4582	3
12	1674	4
15	1674	5
71	4589	0
71	4590	1
4589	4590	2
4	4589	3
4	4590	4
15	4590	5
50	4591	0
50	62	1
4591	62	2
38	4591	3
38	62	4
15	62	5
50	4591	0
50	4592	1
4591	4592	2
38	4591	3
38	4592	4
15	4592	5
50	4593	0
50	87	1
4593	87	2
38	4593	3
38	87	4
15	87	5
50	4593	0
50	1310	1
4593	1310	2
38	4593	3
38	1310	4
15	1310	5
50	4594	0
50	411	1
4594	411	2
38	4594	3
38	411	4
15	411	5
50	4595	0
50	1543	1
4595	1543	2
38	4595	3
38	1543	4
15	1543	5
50	4596	0
50	60	1
4596	60	2
12	4596	3
12	60	4
10	60	5
50	4596	0
50	4597	1
4596	4597	2
12	4596	3
12	4597	4
10	4597	5
48	4598	0
48	72	1
4598	72	2
20	4598	3
20	72	4
10	72	5
56	4598	0
56	159	1
4598	159	2
38	4598	3
38	159	4
15	159	5
48	4598	0
48	52	1
4598	52	2
20	4598	3
20	52	4
10	52	5
75	4599	0
75	1798	1
4599	1798	2
12	4599	3
12	1798	4
10	1798	5
50	4600	0
50	3026	1
4600	3026	2
17	4600	3
17	3026	4
15	3026	5
43	4601	0
43	4602	1
4601	4602	2
20	4601	3
20	4602	4
10	4602	5
80	4603	0
80	3705	1
4603	3705	2
20	4603	3
20	3705	4
10	3705	5
26	4603	0
26	60	1
4603	60	2
20	4603	3
20	60	4
10	60	5
80	4603	0
80	3705	1
4603	3705	2
20	4603	3
20	3705	4
10	3705	5
11	4604	0
11	3705	1
4604	3705	2
20	4604	3
20	3705	4
10	3705	5
53	4605	0
53	4606	1
